name,alt_name,ref_names,ra,ra_error,ref_ra,dec,dec_error,ref_dec,pm_ra,pm_ra_error,ref_pm_ra,pm_dec,pm_dec_error,ref_pm_dec,parallax,parallax_error,ref_parallax,position_epoch,lii,bii,period,period_error,ref_period,period_dot,period_dot_error,ref_period_dot,nu,nu_error,ref_nu,nu_dot,nu_dot_error,ref_nu_dot,nu_dot_2,nu_dot_2_error,ref_nu_dot_2,nu_dot_3,nu_dot_3_error,ref_nu_dot_3,period_epoch,dm,dm_error,ref_dm,dm_dot,dm_dot_error,ref_dm_dot,rm,rm_error,ref_rm,pulse_width_50,ref_pulse_width_50,pulse_width_10,ref_pulse_width_10,tau_scattering,ref_tau_scattering,flux_400_mhz,flux_400_mhz_error,ref_flux_400_mhz,flux_1400_mhz,flux_1400_mhz_error,ref_flux_1400_mhz,flux_2000_mhz,flux_2000_mhz_error,ref_flux_2000_mhz,flux_600_mhz,flux_600_mhz_error,ref_flux_600_mhz,flux_700_mhz,flux_700_mhz_error,ref_flux_700_mhz,flux_800_mhz,flux_800_mhz_error,ref_flux_800_mhz,flux_900_mhz,flux_900_mhz_error,ref_flux_900_mhz,flux_1600_mhz,flux_1600_mhz_error,ref_flux_1600_mhz,flux_3000_mhz,flux_3000_mhz_error,ref_flux_3000_mhz,spect_index,spect_index_error,ref_spect_index,binary_model,t0,t0_error,ref_t0,period_bin,period_bin_error,ref_period_bin,a1,a1_error,ref_a1,omega,omega_error,ref_omega,eccentricity,eccentricity_error,ref_eccentricity,epoch_asc,epoch_asc_error,ref_epoch_asc,epsilon_1,epsilon_1_error,ref_epsilon_1,epsilon_2,epsilon_2_error,ref_epsilon_2,min_mass,median_mass,companion_type,ref_companion_type,mass_ratio,mass_ratio_error,ref_mass_ratio,omega_asc,omega_asc_error,ref_omega_asc,distance,dm_distance_limit,dm_distance,dm_sin_bii,z_distance,x_distance,y_distance,assoc_object,discovery_survey,discovery_date,pulsar_type,ref_pulsar_type,number_glitches,luminosity_400_mhz,luminosity_1400_mhz,age,b_surf,e_dot,e_dot_d2,pm_tot,pm_tot_error,transverse_velocity,corr_period_dot,corr_age,corr_b_surf,b_lc,class
PSR J0024-7204Z,,frk+17,6.02517083,8.3e-06,frk+17,-72.08374444,1.7e-06,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89362144,-44.8869688,0.004554447383906,3e-15,frk+17,-4.54e-21,7e-23,frk+17,219.56560603460,1e-10,frk+17,2.19e-16,3e-18,frk+17,8e-27,3e-26,frk+17,,,,51600,24.45,0.04,frk+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.559,-17.25,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),XRS:[bhc+17]",misc,2017,R,,,,,,,,,5.84,0.03,125.07,-6.25e-21,-11600000000,,,1800
PSR J0024-7204L,PSR B0021-72L,rlm+95,6.01571708,1.3e-06,frk+17,-72.08247861,5.6e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89794744,-44.88778534,0.0043461679994616,4e-16,frk+17,-1.22045e-19,4e-24,frk+17,230.08774629142,2e-11,frk+17,6.4611e-15,2e-19,frk+17,-1.3e-27,1.3e-27,frk+17,,,,51600,24.3986,0.0006,apr+23,,,,26.2,0.1,apr+23,0.7,mlr+91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.547,-17.22,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1995,R,,,,,,,,,5.84,0.03,125.07,-1.24e-19,-557000000,,,1800
PSR J0024-7204O,,clf+00,6.01938558,2.5e-07,frk+17,-72.08160194,5.6e-08,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89655753,-44.88882104,0.00264334329724357,5e-17,frk+17,3.03493e-20,6e-25,frk+17,378.308788360098,6e-12,frk+17,-4.34352e-15,8e-20,frk+17,4.38e-26,5e-28,frk+17,,,,51600,24.358,0.0001,apr+23,,,,25.76,0.09,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTX,51600.0757563,3e-07,frk+17,0.13597430589,1e-10,frk+17,0.0451533,3e-07,frk+17,,,,,,,,,,,,,,,,0.021585,0.024966,,,,,,,,,4.52,,2.537,-17.19,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,2000,R,,,,,1380000000,287000000,6.5e+34,3.2e+33,5.84,0.03,125.07,2.94e-20,1430000000,282000000,145000,1800
PSR J0024-7204aa,,phl+16,6.023625,0,mam+06,-72.08128333,0,mam+06,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,57022,305.89480448,-44.88933115,0.00184,0,phl+16,,,,543.478261,0,phl+16,,,,,,,,,,57022,24.921,0.002,apr+23,,,,28.9,0.6,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.675,-17.59,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bhc+17]",misc,2016,R,,,,,,,,,5.84,0.03,125.07,-6.88e-22,-42400000000,,,1800
PSR J0024-7204V,,clf+00,6.023625,0,mam+06,-72.08128333,0,mam+06,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51000,305.89480448,-44.88933115,0.00481016762,7e-11,rft+16,,,,207.892963,3e-06,rft+16,,,,,,,,,,51000,24.105,0,rft+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTX,51803.775137,2e-06,rft+16,0.2121312098,1.6e-09,rft+16,0.74191,2e-05,rft+16,,,,,,,,,,,,,,,,0.297998,0.351507,,,,,,,,,4.52,,2.48,-17.01,-3.19,-2.594,6.623,GC:47Tuc(NGC104),pksgc,2000,R,,,,,,,,,5.84,0.03,125.07,-1.80e-21,-42400000000,,,1800
PSR J0024-7204ad,,rgf+21,6.023625,0,har10a,-72.08127778,0,har10a,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,,305.89480565,-44.88933664,0.00374,0,rgf+21,,,,267.379679,0,rgf+21,,,,,,,,,,,24.41,0,rgf+21,,,,,,,,,,,,,,,,0.084,,rgf+21,,,,,,,,,,,,,,,,,,,,,,,,,BT,,,,0.32,0,rgf+21,0.68,0,rgf+21,,,,,,,,,,,,,,,,0.199276,0.233479,,,,,,,,,4.52,,2.55,-17.23,-3.19,-2.594,6.623,GC:47Tuc(NGC104),meerkat_trapum,2021,R,,,,1.72,,,,,5.84,0.03,125.07,-1.40e-21,-42400000000,,,1800
PSR J0024-7204ac,,rgf+21,6.023625,0,har10a,-72.08127778,0,har10a,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,,305.89480565,-44.88933664,0.00274,0,rgf+21,,,,364.963504,0,rgf+21,,,,,,,,,,,24.46,0,rgf+21,,,,,,,,,,,,,,,,0.152,,rgf+21,,,,,,,,,,,,,,,,,,,,,,,,,BT,,,,0.18,0,rgf+21,0.019,0,rgf+21,,,,,,,,,,,,,,,,0.007482,0.008644,,,,,,,,,4.52,,2.561,-17.26,-3.19,-2.594,6.623,GC:47Tuc(NGC104),meerkat_trapum,2021,R,,,,3.11,,,,,5.84,0.03,125.07,-1.02e-21,-42400000000,,,1800
PSR J0024-7204R,,clf+00,6.03160458,8.3e-07,frk+17,-72.08066539,1.4e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89150835,-44.89030903,0.00348046270749329,1.3e-16,frk+17,1.48352e-19,3e-24,frk+17,287.318119469300,1e-11,frk+17,-1.22467e-14,2e-19,frk+17,-8.5e-27,1.5e-27,frk+17,,,,51600,24.361,8e-05,apr+23,,,,25.7,0.2,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,0.06623147751,6e-11,frk+17,0.033363,1e-06,frk+17,253,0,frk+17,0.0001,0,frk+17,51600.0029871,6e-07,frk+17,-0.0001,6e-05,frk+17,-3e-05,7e-05,frk+17,0.025816,0.029868,,,,,,253,0,frk+17,4.52,,2.538,-17.19,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,2000,R,,,,,372000000,727000000,1.4e+35,6.8e+33,5.84,0.03,125.07,1.47e-19,375000000,724000000,162000,1800
PSR J0024-7204W,,clf+00,6.02524167,4.2e-06,rft+16,-72.08030222,5.6e-07,rft+16,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,50000,305.89431731,-44.8903756,0.0023523445319370,3e-16,rft+16,-8.65526e-20,1.2e-24,rft+16,425.10779625320,5e-11,rft+16,1.56415e-14,2e-19,rft+16,,,,,,,50000,24.37,0.004,apr+23,,,,26,0.2,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTX,51585.3327393,2e-07,rft+16,0.1329444433,5e-10,rft+16,0.243443,2e-06,rft+16,,,,,,,,,,,,,,,,0.123946,0.144444,,,,,,,,,4.52,,2.54,-17.2,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,2000,R,,,,,,,,,5.84,0.03,125.07,-8.74e-20,-426000000,,,1800
PSR J0024-7204ab,,phl+16,6.03400625,2.1e-06,frk+17,-72.07988944,5.6e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89064054,-44.89118662,0.0037046394947985,6e-16,frk+17,9.82e-21,9e-24,frk+17,269.93179806134,4e-11,frk+17,-7.155e-16,6e-19,frk+17,-8e-27,3e-27,frk+17,,,,51600,24.3256,0.0005,apr+23,,,,26.4,0.6,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.53,-17.17,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bhc+17]",misc,2016,R,,,,,5980000000,193000000,7.6e+33,3.7e+32,5.84,0.03,125.07,8.43e-21,6960000000,179000000,35600,1800
PSR J0024-7204D,PSR B0021-72D,mlr+91,6.05783717,2.5e-07,frk+17,-72.07884789,5.6e-08,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.88062464,-44.89330943,0.00535757328486573,9e-17,frk+17,-3.422e-21,9e-25,frk+17,186.651669856731,3e-12,frk+17,1.1922e-16,3e-20,frk+17,-1.2e-27,2e-28,frk+17,,,,51600,24.7412,0.0003,apr+23,,,,26,0.2,apr+23,0.303,zhm+19,0.476,zhm+19,,,0.95,,rlm+95,0.35,0.01,zhm+19,0.2,0.01,zhm+19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.63,-17.46,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1991,R,,,19.41,7.15,,,,,5.84,0.03,125.07,-5.43e-21,-15600000000,,,1800
PSR J0024-7204F,PSR B0021-72F,mlr+91,6.01606446,4.2e-07,frk+17,-72.07856064,5.6e-08,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.8986261,-44.89167517,0.00262357935251262,4e-17,frk+17,6.45029e-20,7e-25,frk+17,381.158663656311,5e-12,frk+17,-9.3711e-15,1e-19,frk+17,6.8e-27,7e-28,frk+17,,,,51600,24.3841,0.0003,apr+23,,,,26.6,0.2,apr+23,0.5,mlr+91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.544,-17.21,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1991,R,,,,,644000000,416000000,1.4e+35,6.9e+33,5.84,0.03,125.07,6.35e-20,654000000,413000000,216000,1800
PSR J0024-7204S,,clf+00,6.01658083,4.2e-07,frk+17,-72.07843139,1.1e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89843165,-44.89182675,0.00283040595787912,8e-17,frk+17,-1.205413e-19,9e-25,frk+17,353.306209385356,9e-12,frk+17,1.50466e-14,1e-19,frk+17,-7.8e-27,8e-28,frk+17,,,,51600,24.38179,1e-05,apr+23,,,,25.8,0.08,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,1.2017242354,6e-10,frk+17,0.7662686,8e-07,frk+17,13.2,0,frk+17,0.000398,0,frk+17,51600.6250241,2e-07,frk+17,9.1e-05,3e-06,frk+17,0.000387,2e-06,frk+17,0.088458,0.102821,,,,,,13.2,0,frk+17,4.52,,2.543,-17.21,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),XRS:[bhc+17],OPT:[rvh+15]",pksgc,2000,R,,,,,,,,,5.84,0.03,125.07,-1.22e-19,-369000000,,,1800
PSR J0024-7204Y,,frk+17,6.00584417,4.2e-07,frk+17,-72.07828786,1.1e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.9030729,-44.89147375,0.00219665714352123,5e-17,frk+17,-3.51721e-20,1e-24,frk+17,455.237178432410,1e-11,frk+17,7.2891e-15,2e-19,frk+17,-2.11e-26,9e-28,frk+17,,,,51600,24.475,0.003,apr+23,,,,26,0.3,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,0.5219386107,1e-10,frk+17,0.6685965,7e-07,frk+17,270,0,frk+17,3e-06,0,frk+17,51554.8340067,2e-07,frk+17,-3e-06,3e-06,frk+17,0,2e-06,frk+17,0.137629,0.160548,,,,,,270,0,frk+17,4.52,,2.565,-17.27,-3.19,-2.594,6.622,"GC:47Tuc(NGC104),OPT:[cpf+15]",pksgc,2017,R,,,,,,,,,5.84,0.03,125.07,-3.60e-20,-967000000,,,1800
PSR J0024-7204G,PSR B0021-72G,rlm+95,6.03316792,4.2e-07,frk+17,-72.07769528,1.4e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89146304,-44.89331767,0.00404037914356515,1.4e-16,frk+17,-4.21584e-20,1.7e-24,frk+17,247.501525096385,8e-12,frk+17,2.5825e-15,1e-19,frk+17,6e-27,9e-28,frk+17,,,,51600,24.4343,0.0002,apr+23,,,,25.8,0.1,apr+23,0.7,mlr+91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.556,-17.25,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1995,R,,,,,,,,,5.84,0.03,125.07,-4.37e-20,-1470000000,,,1800
PSR J0024-7204I,PSR B0021-72I,mlr+91,6.03306125,8.3e-07,frk+17,-72.07768931,1.9e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89151011,-44.89331867,0.00348499206166289,1.3e-16,frk+17,-4.5874e-20,3e-24,frk+17,286.944699530490,1e-11,frk+17,3.7771e-15,2e-19,frk+17,-3.35e-26,9e-28,frk+17,,,,51600,24.4303,0.0003,apr+23,,,,26.2,0.1,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,0.2297922489,4e-10,frk+17,0.038446,1e-06,frk+17,,,,,,,51600.002421,2e-06,frk+17,,,,,,,0.012899,0.014909,,,,,,,,,4.52,,2.555,-17.24,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1991,R,,,,,,,,,5.84,0.03,125.07,-4.72e-20,-1170000000,,,1800
PSR J0024-7204T,,clf+00,6.03562125,2.1e-06,frk+17,-72.07748111,8.3e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89045442,-44.89364215,0.0075884798073671,1.2e-15,frk+17,2.93805e-19,1.2e-23,frk+17,131.77869947406,2e-11,frk+17,-5.1021e-15,2e-19,frk+17,-3e-27,2e-27,frk+17,,,,51600,24.421,0.004,apr+23,,,,26,0.7,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,1.126176771,1e-09,frk+17,1.338501,5e-06,frk+17,62.5,0,frk+17,0.0004,0,frk+17,51600.5692696,7e-07,frk+17,0.000355,7e-06,frk+17,0.000185,7e-06,frk+17,0.167187,0.19544,,,,,,62.5,0,frk+17,4.52,,2.553,-17.24,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[cpf+15]",pksgc,2000,R,,,,,409000000,1510000000,2.7e+34,1.3e+33,5.84,0.03,125.07,2.91e-19,413000000,1500000000,32400,1800
PSR J0024-7204C,PSR B0021-72C,mld+90,5.95981083,4.2e-07,frk+17,-72.075418,1.1e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.92345125,-44.89218012,0.00575677999551635,1.4e-16,frk+17,-4.98503e-20,2e-24,frk+17,173.708218965958,4e-12,frk+17,1.50421e-15,6e-20,frk+17,1.3e-27,4e-28,frk+17,,,,51600,24.5909,0.0003,apr+23,,,,27.3,0.2,apr+23,0.664,zhm+19,1.18,zhm+19,,,1.53,,rlm+95,0.52,0.01,zhm+19,0.23,0.01,zhm+19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.593,-17.36,-3.19,-2.593,6.621,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1990,R,,,31.26,10.62,,,,,5.84,0.03,125.07,-5.20e-20,-1750000000,,,1800
PSR J0024-7204N,PSR B0021-72N,rlm+95,6.03828333,8.3e-07,frk+17,-72.07469186,1.9e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.88989851,-44.89652244,0.00305395434626085,1e-16,frk+17,-2.1857e-20,1.9e-24,frk+17,327.444318617390,1e-11,frk+17,2.3435e-15,2e-19,frk+17,-9e-27,2e-27,frk+17,,,,51600,24.5568,0.0002,apr+23,,,,25.9,0.1,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,,2.585,-17.33,-3.19,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1995,R,,,,,,,,,5.84,0.03,125.07,-2.30e-20,-2100000000,,,1800
PSR J0024-7204Q,,clf+00,6.06871208,4.2e-07,frk+17,-72.07365678,1.7e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.87704217,-44.89894043,0.00403318118457258,1.5e-16,frk+17,3.4008e-20,4e-24,frk+17,247.943237418920,9e-12,frk+17,-2.0907e-15,2e-19,frk+17,7e-28,1.1e-27,frk+17,,,,51600,24.2794,0.0009,apr+23,,,,25.2,0.1,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,1.1890840496,4e-10,frk+17,1.4622043,9e-07,frk+17,129.4,0,frk+17,8.03e-05,0,frk+17,51600.2842078,2e-07,frk+17,6.2e-05,1e-06,frk+17,-5.1e-05,2e-06,frk+17,0.176888,0.206923,,,,,,129.4,0,frk+17,4.52,,2.52,-17.14,-3.19,-2.594,6.624,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[rvh+15]",pksgc,2000,R,,,,,1880000000,375000000,2e+34,1e+33,5.84,0.03,125.07,3.25e-20,1970000000,366000000,53600,1800
PSR J0051-7204,,tsm+19,12.89387083,7.1e-05,cab+24,-72.07326111,3.9e-05,cab+24,,,,,,,,,,59692.1,302.91693399,-45.05498615,0.191447064030,5e-12,cab+24,1.38281e-14,3e-19,cab+24,5.22337600249,1.1e-10,cab+24,-3.77282e-13,7e-18,cab+24,,,,,,,59692.1,159.3,0.2,cab+24,,,,,,,6.5,cab+24,,,,,,,,0.039,,tsm+19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.252,,60.252,-112.75,-42.645,-35.73,-14.63,EXGAL:SMC,misc,2019,R,,,,141.58,219000,1650000000000,7.8e+34,2.1e+31,,0,,,,,2200,1800
PSR J0024-7204P,,clf+00,6.08333333,0.12,rft+16,-72.06944444,0.017,rft+16,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51000,305.8716409,-44.9037741,0.0036430207,3e-10,rft+16,6.6e-19,4e-19,rft+16,274.49748,2e-05,rft+16,-5e-14,3e-14,rft+16,,,,,,,51000,24.29,0.03,rft+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BT,52912.5481,0.0001,rft+16,0.147248891,7e-09,rft+16,0.038008,4e-06,rft+16,,,,,,,,,,,,,,,,0.017193,0.019879,,,,,,,,,4.52,,2.523,-17.15,-3.191,-2.594,6.624,GC:47Tuc(NGC104),pksgc,2000,R,,,,,87000000,1570000000,5.4e+35,2.7e+34,5.84,0.03,125.07,6.62e-19,87200000,1570000000,305000,1800
PSR J0024-7204H,PSR B0021-72H,mlr+91,6.02793,8.3e-07,frk+17,-72.06855742,1.7e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89564063,-44.90211213,0.00321034070935032,1.1e-16,frk+17,-1.8294e-21,1.1e-24,frk+17,311.493417844230,1e-11,frk+17,1.775e-16,1e-19,frk+17,1.6e-25,2e-27,frk+17,,,,51600,24.375,0.0009,apr+23,,,,27.5,0.8,apr+23,0.6,mlr+91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD,51602.186289,7e-06,frk+17,2.357696895,1e-08,frk+17,2.152813,2e-06,frk+17,110.603,0.001,frk+17,0.070558,1e-06,frk+17,,,,,,,,,,0.164088,0.191775,,,,,,110.603,0.001,frk+17,4.52,,2.543,-17.21,-3.191,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1991,R,,,,,,,,,5.84,0.03,125.07,-3.03e-21,-16800000000,,,1800
PSR J0024-7204U,,clf+00,6.04098583,4.2e-07,frk+17,-72.06658006,1.1e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.89044579,-44.90466757,0.00434282669639233,1.2e-16,frk+17,9.52279e-20,1.7e-24,frk+17,230.264772211776,6e-12,frk+17,-5.04916e-15,9e-20,frk+17,1.88e-26,6e-28,frk+17,,,,51600,24.34,0.001,apr+23,,,,26.26,0.04,apr+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELL1,,,,0.42910568324,8e-11,frk+17,0.5269494,7e-07,frk+17,348.5,0,frk+17,0.000146,0,frk+17,51600.3893516,1e-07,frk+17,-2.9e-05,4e-06,frk+17,0.000143,2e-06,frk+17,0.122775,0.143068,,,,,,348.5,0,frk+17,4.52,,2.535,-17.18,-3.191,-2.594,6.623,"GC:47Tuc(NGC104),XRS:[bgh+06],OPT:[cpf+15]",pksgc,2000,R,,,,,723000000,651000000,4.6e+34,2.2e+33,5.84,0.03,125.07,9.36e-20,735000000,645000000,74500,1800
PSR J0024-7204J,PSR B0021-72J,mlr+91,5.99753208,4.2e-07,frk+17,-72.06633078,1.4e-07,frk+17,5.25,0.03,vb21,-2.55,0.03,vb21,0.232,0.009,,51600,305.90917621,-44.90291168,0.00210063354535246,5e-17,frk+17,-9.7917e-21,9e-25,frk+17,476.046858440610,1e-11,frk+17,2.219e-15,2e-19,frk+17,2e-26,1e-27,frk+17,,,,51600,24.5937,0.0005,apr+23,,,,24,0.3,apr+23,0.209,zhm+19,0.328,zhm+19,,,,,,0.44,0.01,zhm+19,0.2,0.01,zhm+19,,,,,,,,,,,,,,,,,,,,,,BTX,51600.108425,6e-07,frk+17,0.12066493772,1.3e-10,frk+17,0.0404058,6e-07,frk+17,,,,,,,,,,,,,,,,0.02091,0.024183,,,,,,,,,4.52,,2.594,-17.36,-3.191,-2.593,6.622,"GC:47Tuc(NGC104),XRS:[bgh+06]",pksgc,1991,R,,,,8.99,,,,,5.84,0.03,125.07,-1.06e-20,-3150000000,,,1800
PSR J1604-7203,,lml+98,241.12157083,2.1e-05,dsb+98,-72.05846111,1.1e-05,dsb+98,,,,,,,,,,49529.4,316.67003497,-14.55424653,0.341402932218,4e-12,dsb+98,8.4e-17,2e-19,dsb+98,2.92909024976,4e-11,dsb+98,-7.207e-16,1.8e-18,dsb+98,,,,,,,49529.39704,54.37,0.005,dsb+98,,,,22,11,hmq99,25,pkj+21,33,pkj+21,,,10,,lml+98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595,,1.595,-13.66,-0.401,-1.059,7.377,,"pks70,htru_pks",1998,R,,,25.44,,64400000,171000000000,8.3e+31,3.3e+31,,0,,,,,40.4,1800
PSR J1603-7202,,llb+96,240.89864683,3.7e-08,rsc+21,-72.04243281,1.5e-08,rsc+21,-2.451,0.0093,,-7.357,0.012,,0.3,0.3,,55637,316.62965982,-14.49551785,0.01484195225261733,5e-17,rsc+21,1.56292e-20,4e-25,rsc+21,67.3765811248755,2e-13,rsc+21,-7.09502e-17,1.5e-21,rsc+21,,,,,,,55637,38.0497,0.0008,sbm+22,,,,30.01,0.14,sbm+22,1.206,mhb+13,1.71,ymv+11,,,21,2,tbms98,2.46,0.13,sbm+22,,,,,,,,,,,,,,,,,,,,,,,,,T2,,,,6.30862966949,1.9e-10,rsc+21,6.8806581,2e-07,rsc+21,169.87,0,rsc+21,9.325e-06,0,rsc+21,50426.28702395,7e-08,rsc+21,1.64e-06,2e-08,rsc+21,-9.18e-06,2e-08,rsc+21,0.28659,0.337792,,,,,,169.87,0,rsc+21,3.7,,1.13,-9.52,-0.926,-2.46,5.896,,"pks70,htru_pks,pkssw",1996,R,,,287.49,33.68,15000000000,487000000,1.9e+32,1.4e+31,7.755,0.012,136.04,7.61e-21,30900000000,340000000,1400,1800
PSR J0057-7201,,ckm+01,14.43333333,0.0017,ckm+01,-72.02194444,0.00056,ckm+01,,,,,,,,,,51213,302.24382345,-45.09789495,0.7380624426,2e-10,ckm+01,1e-16,8e-17,ckm+01,1.3548989114,4e-10,ckm+01,-1.8e-16,1.5e-16,ckm+01,,,,,,,51213,27,5,ckm+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.475,,3.475,-19.12,-2.461,-2.075,7.191,,misc,2001,R,,,,,117000000,275000000000,9.8e+30,8.1e+29,,0,,,,,6.41,1800
